City_ID,City,Country,Max Temperature,Description,Latitude,Longitude,Hotel Name
345,Taksimo,RU,58.26,overcast clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
346,Bonnybridge,GB,60.49,overcast clouds,56.0015,-3.8886,Castlecary Hotel
348,Touros,BR,74.3,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
349,Anderson,US,74.75,scattered clouds,34.5334,-82.6499,The Bleckley Inn
351,La Macarena,CO,71.8,light rain,2.1837,-73.7849,Hotel Punto Verde
352,Fairview,US,64.81,broken clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
353,Boca De Parita,PA,71.96,overcast clouds,8.0167,-80.45,"Finca Villa Guadalupana, Monagrillo"
355,Martapura,ID,78.89,few clouds,-3.4167,114.85,Montana Hotel Syariah
356,Omboue,GA,75.29,overcast clouds,-1.5746,9.2618,Hotel Olako
358,Lang Son,VN,79.0,overcast clouds,21.8333,106.7333,Khai Nga Hotel
359,Riyadh,SA,78.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
360,Balkanabat,TM,76.86,clear sky,39.5108,54.3671,Nebitchi Hotel
361,Korla,CN,70.74,few clouds,41.7597,86.1469,Gulisitan Hotel
364,Markkleeberg,DE,56.1,few clouds,51.2833,12.4,Atlanta Hotel International Leipzig
365,Sal Rei,CV,77.56,overcast clouds,16.1833,-22.9167,Marine Club Beach Resort
369,Kampot,KH,80.65,overcast clouds,10.6167,104.1833,Two Moons Hotel
371,Mandalgovi,MN,59.11,overcast clouds,45.7625,106.2708,В.Ганбат
372,Deputatskiy,RU,56.32,broken clouds,69.3,139.9,Baza Otdykha
373,Zaysan,KZ,56.88,clear sky,47.4667,84.8667,Ерлан үй
374,Kamaishi,JP,72.34,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
376,Gimli,CA,65.84,broken clouds,50.6336,-96.9907,Lakeview Gimli Resort
379,Huilong,CN,78.98,moderate rain,31.8111,121.655,Hilton Garden Inn Qidong
380,Mattru,SL,74.35,moderate rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
381,Sabang,ID,83.08,overcast clouds,5.8933,95.3214,Hotel Citra
382,Kourou,GF,79.11,scattered clouds,5.1552,-52.6478,Lodge Takini 4
383,Sompeta,IN,84.09,light rain,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
384,Inirida,CO,70.61,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
386,Wellington,NZ,60.06,broken clouds,-41.2866,174.7756,CityLife Wellington
389,Mandla,IN,80.17,broken clouds,22.6,80.3833,Bison Resort
390,Nador,MA,70.05,broken clouds,35.174,-2.9287,Hôtel La Giralda
391,Half Moon Bay,US,80.42,few clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
392,Saint-Philippe,RE,71.15,broken clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
394,Kologriv,RU,57.63,broken clouds,58.8275,44.3178,Postoyalyy Dvor
395,Tafresh,IR,69.62,clear sky,34.692,50.013,هتل یاس سفید
396,Namibe,AO,69.51,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
399,Kenora,CA,75.18,clear sky,49.8167,-94.4337,Maynard Lake Lodge
401,Arraial Do Cabo,BR,69.53,few clouds,-22.9661,-42.0278,Pousada Porto Praia
402,Hualmay,PE,65.07,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
403,Korb,DE,63.21,broken clouds,48.843,9.3626,Hotel Le Village
404,Coahuayana,MX,80.58,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
406,Kutum,SD,81.91,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
409,Bubaque,GW,80.83,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
410,Warrington,GB,57.97,scattered clouds,53.3925,-2.5802,Patten Arms Hotel
411,Ambilobe,MG,69.06,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
413,Kalmunai,LK,82.08,scattered clouds,7.4167,81.8167,VS Villa
414,Cherdyn,RU,58.86,overcast clouds,60.403,56.4787,Severnyy Ural
416,Socoltenango,MX,64.69,overcast clouds,16.2167,-92.25,Canto del Agua Ecolodge
417,Jalu,LY,71.69,clear sky,29.0331,21.5482,صاحبة الفخامة
419,Puerto Narino,CO,73.35,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
420,Bereda,ES,62.01,broken clouds,43.2686,-7.5406,Pazo de Verdes
421,Saint-Pierre,RE,71.24,clear sky,-21.3393,55.4781,Lindsey Hôtel
422,Platteville,US,73.49,clear sky,42.7342,-90.4785,"Country Inn & Suites by Radisson, Platteville, WI"
424,Tagusao,PH,82.53,light rain,9.1924,117.8141,Toledo
425,Whitehorse,CA,59.02,light rain,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
426,Ergani,TR,66.92,clear sky,38.2653,39.7621,Serkan Hotel
427,San Rafael,AR,58.14,clear sky,-34.6177,-68.3301,Hotel San Rafael
428,Hokitika,NZ,55.38,moderate rain,-42.7167,170.9667,Beachfront Hotel Hokitika
429,Turbat,PK,82.54,overcast clouds,26.0023,63.044,Mubashar Quarters
430,Nara,JP,74.52,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
431,Tevaitoa,PF,79.7,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
433,Bani Walid,LY,65.46,clear sky,31.7566,13.9942,منزل الصابر أبوفانة
434,Baruun-Urt,MN,76.17,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
436,Quatre Cocos,MU,74.08,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
437,Durban,ZA,66.02,scattered clouds,-29.8579,31.0292,Hilton Durban
438,Karabulak,RU,63.59,moderate rain,43.3036,44.8964,U Yakh'i
439,Santa Ines,BR,71.85,broken clouds,-3.6667,-45.38,Palace hotel
440,Prince Rupert,CA,55.09,light rain,54.3161,-130.3201,Crest Hotel
441,Kongolo,CD,68.49,clear sky,-5.3833,27.0,Mustafa Zengin Büyük Çerkes Düklüğü
443,Bandrele,YT,78.55,broken clouds,-12.9067,45.1914,Les Baobabs
444,Sao Gabriel Da Cachoeira,BR,72.23,moderate rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
445,Aksay,RU,61.25,broken clouds,47.26,39.87,Chernaya Zhemchuzhina
446,Kem,RU,57.51,overcast clouds,64.9555,34.5793,"Mini-hotel ""Kem"""
449,Constitucion,CL,55.54,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
450,Dickson,US,81.54,broken clouds,36.077,-87.3878,East Hills Bed & Breakfast Inn
451,Erzin,TR,70.0,clear sky,36.9559,36.2,Artemis Otel
452,Yarmouth,US,61.09,clear sky,41.7057,-70.2286,Blue Rock Resort
457,Muyezerskiy,RU,56.77,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
458,Sayyan,YE,62.42,overcast clouds,15.1718,44.3244,متنزه و بحيرة سيان
460,Kirakira,SB,83.84,overcast clouds,-10.4544,161.9205,SanBiz Lodge
461,Wanning,CN,84.18,broken clouds,18.8003,110.3967,Paradise Hotel
463,Nizhniy Ingash,RU,61.09,overcast clouds,56.2,96.53,Gostinitsa Bayazet
464,Cumbum,IN,76.66,overcast clouds,9.7333,77.3,Sagar hotel
465,Maarianhamina,AX,55.26,clear sky,60.0973,19.9348,Park Alandia Hotel
466,Fort Myers Beach,US,84.0,few clouds,26.452,-81.9481,Lani Kai Island Resort
467,Passos,BR,55.31,clear sky,-20.7189,-46.6097,AL
468,Zhumadian,CN,74.8,moderate rain,32.9794,114.0294,Ouyue House Hotel
469,Joshimath,IN,71.01,clear sky,30.5667,79.5667,Shivalik Camps & Resort
471,Cordoba,AR,65.25,clear sky,-31.4135,-64.1811,Hotel Sussex
473,Oktyabrskiy,RU,60.12,overcast clouds,54.4815,53.471,Уязы-Тау гостиница
475,Gondar,ET,66.69,overcast clouds,12.6,37.4667,L Shape Hotel
477,Altamont,US,74.89,scattered clouds,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
478,Tyler,US,81.84,clear sky,32.3513,-95.3011,The Woldert-Spence Manor
480,Jangaon,IN,78.24,overcast clouds,17.7167,79.1833,Sri Lakshmi Narasimha Fuction Hall
481,Ierapetra,GR,67.44,clear sky,35.01,25.7353,Cretan Villa Hotel & Apartments in Ierapetra Crete.
483,Cartagena,CO,82.02,few clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
484,Olinda,BR,73.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
486,Mehran,IR,76.48,clear sky,33.1222,46.1646,بوتیک زنانه بهار
487,Sambava,MG,72.05,broken clouds,-14.2667,50.1667,Melrose
488,Odweyne,SO,72.37,overcast clouds,9.4092,45.064,Eng Hiirey House
490,Marion,US,83.1,broken clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
491,Capaci,IT,70.25,clear sky,38.1711,13.2393,Hotel Sirenetta
493,Pacific Grove,US,77.63,broken clouds,36.6177,-121.9166,Lovers Point Inn
494,Sawtell,AU,66.18,clear sky,-30.3833,153.1,Island Beach House Sawtell
495,Zhezkazgan,KZ,62.33,clear sky,47.8043,67.7144,Ul. Ranova 15-1 Kvartiry Posutochno.
496,Nyurba,RU,63.73,scattered clouds,63.2842,118.3319,Gostinitsa Alrosa
498,Hoquiam,US,71.06,moderate rain,46.9809,-123.8893,Econo Lodge Inn & Suites
501,Kribi,CM,75.47,overcast clouds,2.95,9.9167,Les Vagues bleues
502,Gbadolite,CD,70.21,overcast clouds,4.2833,21.0167,Zenic
504,Poselki,RU,58.64,few clouds,53.1324,46.5031,Chasnyy Dom.
505,Hailey,US,75.06,clear sky,43.5196,-114.3153,Wood River Inn & Suites
506,Catio,GW,80.4,overcast clouds,11.2833,-15.25,Pausada Morabedja
508,Shimoda,JP,79.16,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
509,Anqing,CN,81.12,moderate rain,30.5092,117.0506,Hongtian Hotel
510,Lucea,JM,80.46,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
512,Pochutla,MX,78.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
513,Esmeraldas,BR,63.46,few clouds,-19.7625,-44.3139,Forasteiro Pousada - Hotel
514,Chulumani,BO,57.2,clear sky,-16.4096,-67.5263,Hotel Cabanas Paradise
515,Abu Kamal,SY,74.66,clear sky,34.4506,40.9171,محطة التلفاز
517,Pitimbu,BR,73.99,clear sky,-7.4706,-34.8086,Reserva do Abiaí
518,Zilair,RU,58.87,light rain,52.2332,57.4392,Gostinitsa Rina
521,Yatou,CN,77.92,few clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
522,Puerto Quijarro,BO,64.63,clear sky,-17.7833,-57.7667,Hotel palance
523,Basco,PH,84.52,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
524,Huarmey,PE,65.93,clear sky,-10.0681,-78.1522,Hotel Miramar
527,Volkhovskiy,RU,55.72,few clouds,58.58,31.3164,Phan Thiet Apartments
528,Ahipara,NZ,63.34,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
529,Jimani,DO,82.29,few clouds,18.4917,-71.8502,HOTEL LA TORRE
530,Bourail,NC,79.75,scattered clouds,-21.5667,165.4833,Motel Allamanda
531,Bichena,ET,61.07,overcast clouds,10.45,38.2,yichalal hotel
532,Rosario Oeste,BR,67.64,overcast clouds,-14.8361,-56.4275,Hotel Papa's
534,Broken Hill,AU,59.99,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
535,Zemio,CF,70.74,overcast clouds,5.0314,25.1361,OCHA Office
536,Birin,NP,64.89,overcast clouds,26.8865,88.0718,Sangam hotel and lodge
537,Praia Da Vitoria,PT,68.25,scattered clouds,38.7333,-27.0667,Hotel Branco I
541,Calvinia,ZA,55.45,scattered clouds,-31.4707,19.776,Die Lemoenhuis
545,Mayumba,GA,75.06,overcast clouds,-3.432,10.6554,LIKWALE LODGE
546,Vila,PT,61.34,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
547,Northam,GB,56.68,few clouds,51.0333,-4.2167,Durrant House Hotel
548,Hervey Bay,AU,73.51,clear sky,-25.2986,152.8535,Shelly Bay Resort
549,Ginda,IN,69.62,clear sky,30.6945,78.4932,Bal uma sankar hotel and restaurant
550,Meulaboh,ID,80.78,overcast clouds,4.1363,96.1285,Kost Pria
552,Komsomolets,KZ,62.24,clear sky,53.7453,62.0708,Avtostoyanka
553,Fene,ES,63.66,clear sky,43.45,-8.15,Hotel Sarga
555,Malpe,IN,74.5,overcast clouds,13.35,74.7167,Hotel Sri Krishna Residency
557,Ormara,PK,83.64,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
558,Rabo De Peixe,PT,67.51,few clouds,37.8,-25.5833,Quinta das Giestas
566,Elmvale,CA,71.56,few clouds,44.5834,-79.8664,To Jo's Christian Family Camp
568,Kanniyakumari,IN,80.35,overcast clouds,8.0833,77.5667,Sparsa
569,Piranhas,BR,70.29,overcast clouds,-16.4269,-51.8222,Planalto Hotel
570,Ranong,TH,84.13,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
571,Gold Coast,AU,72.19,clear sky,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
572,Rudsar,IR,71.58,few clouds,37.1376,50.288,Hotel Bahar
573,Puga,MX,72.77,overcast clouds,21.5833,-104.8167,Del sol
575,Ambon,ID,84.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
577,Punta De Piedra,VE,72.0,overcast clouds,7.6176,-71.4916,Casa 7 Punta de Piedra
578,Circleville,US,80.65,clear sky,39.6006,-82.946,"Holiday Inn Express & Suites Circleville, an IHG Hotel"
580,Qianan,CN,84.7,clear sky,44.9932,124.0581,Qian'an Hotel
581,Chimbote,PE,65.17,few clouds,-9.0853,-78.5783,Hotel Viera Chimbote
583,Excelsior Springs,US,78.67,clear sky,39.3392,-94.2261,The Elms Hotel & Spa
584,Vangaindrano,MG,66.83,light rain,-23.35,47.6,Hotel Fanilo
585,Riberalta,BO,67.14,broken clouds,-10.9833,-66.1,Hotel Colonial
586,Lima,PE,63.9,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
587,Chilca,PE,65.61,scattered clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
588,Zhanaozen,KZ,75.61,clear sky,43.3,52.8,K.korabay 28A
589,Garissa,KE,71.38,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
591,Teziutlan,MX,57.27,overcast clouds,19.8167,-97.35,Hotel Central Teziutlán
592,Bucerias,MX,77.99,overcast clouds,20.75,-105.3333,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
593,Krasnovishersk,RU,59.4,overcast clouds,60.4078,57.082,Vishera
594,Belyy Yar,RU,60.69,clear sky,53.6039,91.3903,Pasportnyy Stol
595,Staraya Stanitsa,RU,60.28,scattered clouds,48.35,40.2833,Tikhiy Don
596,Timbiqui,CO,76.08,light rain,2.7717,-77.6654,hotel diana
598,Asau,RO,56.95,broken clouds,46.4333,26.4,Casa Mika Ciobanus
599,Sola,VU,79.95,overcast clouds,-13.8833,167.55,Leumerus Bungalows
600,Lujan,AR,62.98,clear sky,-34.5703,-59.105,Hotel Biarritz
601,Manutuke,NZ,63.99,overcast clouds,-38.6833,177.9167,Jolly Stockman Hotel
603,Port Lavaca,US,83.98,clear sky,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
604,Asilah,MA,67.96,clear sky,35.465,-6.0348,Hotel Zelis
605,Staraya Poltavka,RU,66.52,clear sky,50.4772,46.4814,"Hotel ""Oktyabrskaya"""
606,Emerald,AU,73.54,scattered clouds,-23.5333,148.1667,The Irish Village
608,Dalby,AU,63.3,clear sky,-27.1833,151.2667,Kobbers Motor Inn Dalby
609,Ballina,AU,66.24,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
610,Ivanteyevka,RU,59.63,broken clouds,55.9711,37.9208,New Slides
612,Balakhta,RU,56.84,overcast clouds,55.38,91.6,Bereg
614,Shediac,CA,59.09,broken clouds,46.2198,-64.5411,Auberge Gabrièle (Hôtel & Restaurant)
616,Ucluelet,CA,65.08,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
617,Sao Felix Do Xingu,BR,72.37,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
618,Lac-Megantic,CA,60.82,overcast clouds,45.5834,-70.8823,Motel Le Quiet
619,Acapulco,MX,78.62,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
626,Mareeba,AU,79.45,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
627,Hit,IQ,77.79,clear sky,33.6416,42.8251,صالون زيرو
629,Arkhipo-Osipovka,RU,60.31,clear sky,44.37,38.52,Zolotoy Kashtan Guest House
630,Delta Del Tigre,UY,55.51,clear sky,-34.7633,-56.3853,FINCA SUAREZ
631,Dutse,NG,80.94,overcast clouds,11.7594,9.3392,Central Mosque Galamawa
632,Shelburne,CA,66.99,broken clouds,44.0787,-80.2041,The Retreat at the Farm
633,Charters Towers,AU,76.05,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
634,Harwich,GB,57.99,few clouds,51.9419,1.2844,Premier Inn Harwich hotel
635,Gornopravdinsk,RU,67.33,broken clouds,60.05,69.9,Burovik
636,Troitsko-Pechorsk,RU,60.89,overcast clouds,62.7084,56.1964,Pechora Gostinitsa
637,Polson,US,67.48,scattered clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
639,Parana,AR,60.55,clear sky,-31.732,-60.5238,Howard Johnson Plaza Hotel Mayorazgo
640,Calabozo,VE,77.5,broken clouds,8.9242,-67.4293,Hotel Giardini
641,Sharlyk,RU,64.18,few clouds,52.9167,54.75,"Gostinitsa-Kafe ""Komil'fo"""
643,Havelock,US,73.02,overcast clouds,34.8791,-76.9013,Sherwood Motel
644,Najran,SA,72.25,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
645,Ulaanbaatar,MN,59.13,broken clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
646,Weinan,CN,82.09,overcast clouds,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
648,Hami,CN,76.39,scattered clouds,42.8,93.45,Laoyutang Resort
649,Mountain Home,US,83.68,clear sky,43.133,-115.6912,Mountain Home Inn
650,Kurumkan,RU,65.91,overcast clouds,54.3,110.3,Ilikchin
652,Futtsu,JP,83.48,light rain,35.3053,139.8186,Side Rice Field Shop Business Inn
654,Ponta Delgada,PT,68.72,few clouds,37.7333,-25.6667,Vila Nova Hotel
655,Pimenta Bueno,BR,71.31,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
656,Morehead,US,75.83,broken clouds,37.2711,-87.1764,CCI Express Inn
657,Siero,ES,61.21,clear sky,43.3833,-5.6667,Doña Nieves
658,Puerto Carreno,CO,76.05,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
661,Kahului,US,83.46,few clouds,20.8947,-156.47,Maui Seaside Hotel
662,Lakatoro,VU,80.82,few clouds,-16.0999,167.4164,Lakatoro Palm Lodge
663,Acarau,BR,76.39,overcast clouds,-2.8856,-40.12,castelo pizzaria
664,Reims,FR,57.04,clear sky,49.1667,4.0833,Château de Rilly
665,Carmen,MX,81.19,overcast clouds,18.6333,-91.8333,Hotel Lossandes
666,Olga,RU,80.22,clear sky,43.7444,135.2892,Gostinitsa Rosmorport.
670,Saint Anthony,US,78.69,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
671,Shenjiamen,CN,73.65,light rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
672,Porto Novo,BJ,78.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
673,Coroata,BR,71.17,broken clouds,-4.13,-44.1242,Hotel Carvalho
