City ID,City,Country,Latitude,Longitude,Max Temperature,Humidity,Percent Clouds,Wind Speed,Description,Date
224,Zhangye,CN,38.9342,100.4517,74.55,35,93,1.28,overcast clouds,2021-06-13 02:00:29
225,Caravelas,BR,-17.7125,-39.2481,75.16,72,100,12.75,overcast clouds,2021-06-13 02:00:30
226,Awjilah,LY,29.1081,21.2869,70.88,65,0,12.66,clear sky,2021-06-13 02:00:30
227,Lluta,PE,-16.0147,-72.0142,49.5,23,0,4.05,clear sky,2021-06-13 02:00:30
228,Nishihara,JP,26.1842,127.7558,83.48,84,75,10.36,broken clouds,2021-06-13 02:03:31
229,Port-Gentil,GA,-0.7193,8.7815,77.61,88,100,8.37,overcast clouds,2021-06-13 02:03:31
230,Owando,CG,-0.4819,15.8999,73.02,86,42,3.42,scattered clouds,2021-06-13 02:03:31
231,Khash,IR,28.2211,61.2158,83.88,9,0,4.09,clear sky,2021-06-13 02:03:32
232,Naze,JP,28.3667,129.4833,73.89,91,100,8.46,moderate rain,2021-06-13 02:03:32
233,Kargasok,RU,59.0556,80.8572,61.63,78,90,14.34,overcast clouds,2021-06-13 02:03:32
234,Aklavik,CA,68.2191,-135.0107,60.85,43,100,17.72,overcast clouds,2021-06-13 02:03:33
235,Empalme,MX,27.9667,-110.8167,94.35,66,1,11.5,clear sky,2021-06-13 02:03:33
236,Chapais,CA,49.7834,-74.8492,52.07,46,92,4.23,overcast clouds,2021-06-13 02:00:59
237,Sudbury,CA,46.49,-80.99,59.41,75,100,0.38,overcast clouds,2021-06-13 02:03:34
238,Port Blair,IN,11.6667,92.75,84.24,79,75,10.36,mist,2021-06-13 02:03:34
239,Emba,KZ,48.8264,58.1442,69.69,31,100,23.2,overcast clouds,2021-06-13 02:03:34
240,Pampa,US,35.5362,-100.9599,82.56,69,1,8.05,clear sky,2021-06-13 02:03:34
241,Denpasar,ID,-8.65,115.2167,82.06,83,20,3.44,few clouds,2021-06-13 01:59:59
242,Katsuura,JP,35.1333,140.3,83.23,74,100,12.44,overcast clouds,2021-06-13 02:03:35
243,Kristiansund,NO,63.1115,7.732,48.85,81,75,26.46,broken clouds,2021-06-13 02:03:35
244,Nome,US,64.5011,-165.4064,51.17,77,100,8.84,overcast clouds,2021-06-13 02:03:36
245,Puerto Escondido,MX,15.85,-97.0667,79.88,87,100,6.33,overcast clouds,2021-06-13 02:03:36
246,Lavrentiya,RU,65.5833,-171.0,36.77,97,100,10.22,overcast clouds,2021-06-13 02:03:36
247,Dukat,RU,62.55,155.55,58.26,31,0,2.13,clear sky,2021-06-13 02:03:37
248,Yumen,CN,40.2833,97.2,69.78,42,100,5.17,light rain,2021-06-13 02:03:37
249,Bengkulu,ID,-3.8004,102.2655,81.09,75,96,1.79,overcast clouds,2021-06-13 02:03:37
250,Kulhudhuffushi,MV,6.6221,73.07,81.93,79,100,17.22,overcast clouds,2021-06-13 02:03:38
251,Cleburne,US,32.3476,-97.3867,87.85,74,1,4.61,clear sky,2021-06-13 02:03:38
252,Belogorsk,RU,50.9158,128.4611,73.47,51,16,5.32,few clouds,2021-06-13 02:03:38
253,Avera,US,33.194,-82.5271,75.07,89,81,13.02,broken clouds,2021-06-13 02:03:39
254,Liberty,US,31.8335,-81.5004,71.92,83,100,2.1,light rain,2021-06-13 02:03:39
255,Kokopo,PG,-4.352,152.2633,86.27,59,5,11.99,clear sky,2021-06-13 02:03:39
256,Kaitangata,NZ,-46.2817,169.8464,50.07,98,100,2.15,moderate rain,2021-06-13 02:03:40
257,Vardo,NO,70.3705,31.1107,45.5,96,84,5.88,broken clouds,2021-06-13 01:59:34
258,Kainantu,PG,-6.2887,145.8655,74.01,55,7,6.08,clear sky,2021-06-13 02:03:40
259,Komsomolskiy,UZ,40.4272,71.7189,72.82,49,94,4.61,overcast clouds,2021-06-13 02:03:40
260,San Jeronimo,PE,-11.9472,-75.2829,50.79,75,85,2.71,overcast clouds,2021-06-13 02:03:41
261,Cayenne,GF,4.9333,-52.3333,79.09,87,20,0.0,few clouds,2021-06-13 02:00:04
262,Boguchany,RU,58.3814,97.4531,64.8,39,20,7.76,few clouds,2021-06-13 02:03:41
263,Portland,US,45.5234,-122.6762,74.91,67,100,1.01,light rain,2021-06-13 01:59:56
264,College,US,64.8569,-147.8028,72.46,47,99,1.01,overcast clouds,2021-06-13 02:03:42
265,Fortuna,US,40.5982,-124.1573,76.48,66,90,3.0,overcast clouds,2021-06-13 02:02:16
266,Cerrito,CO,6.8432,-72.694,53.29,94,100,4.05,overcast clouds,2021-06-13 02:03:42
267,Kungurtug,RU,50.5994,97.5228,56.46,64,66,3.22,broken clouds,2021-06-13 02:03:42
268,Caninde,BR,-4.3589,-39.3117,72.01,86,7,3.49,clear sky,2021-06-13 02:03:43
269,Nikolayevsk-Na-Amure,RU,53.1406,140.73,41.38,98,100,4.7,light rain,2021-06-13 02:03:43
270,Bambous Virieux,MU,-20.3428,57.7575,74.21,71,25,18.86,scattered clouds,2021-06-13 02:03:43
271,Guerrero Negro,MX,27.9769,-114.0611,64.29,80,6,21.32,clear sky,2021-06-13 01:59:23
272,Kangaatsiaq,GL,68.3065,-53.4641,37.53,87,93,9.55,overcast clouds,2021-06-13 02:03:44
273,Vao,NC,-22.6667,167.4833,73.29,79,8,8.84,clear sky,2021-06-13 02:03:44
274,Cabo San Lucas,MX,22.8909,-109.9124,88.52,67,4,9.17,clear sky,2021-06-13 02:00:22
275,Tual,ID,-5.6667,132.75,81.45,81,75,15.57,broken clouds,2021-06-13 02:06:44
276,Mao,ES,39.8885,4.2658,68.56,94,40,4.61,scattered clouds,2021-06-13 02:06:45
277,Airai,TL,-8.9266,125.4092,72.21,53,16,3.33,few clouds,2021-06-13 02:06:45
278,San Vicente,AR,-26.6167,-54.1333,46.67,79,0,2.86,clear sky,2021-06-13 02:06:45
279,Hambantota,LK,6.1241,81.1185,79.14,100,40,5.75,scattered clouds,2021-06-13 02:06:46
280,Abilene,US,32.4487,-99.7331,88.29,61,1,1.01,clear sky,2021-06-13 02:06:46
281,Salalah,OM,17.0151,54.0924,81.81,85,74,6.22,broken clouds,2021-06-13 02:03:27
282,The Valley,AI,18.217,-63.0578,80.82,78,35,16.6,scattered clouds,2021-06-13 02:06:46
283,Ikwiriri,TZ,-7.9562,38.9716,64.72,95,3,1.41,clear sky,2021-06-13 02:06:47
284,Fairbanks,US,64.8378,-147.7164,73.49,45,75,3.44,broken clouds,2021-06-13 02:06:47
285,Prince George,CA,53.9166,-122.753,65.28,46,88,6.67,overcast clouds,2021-06-13 02:06:02
286,Kamakwie,SL,9.5,-12.2333,73.4,96,29,2.66,moderate rain,2021-06-13 02:06:48
287,Alice Springs,AU,-23.7,133.8833,74.21,21,90,11.99,overcast clouds,2021-06-13 02:06:48
288,Juneau,US,58.3019,-134.4197,60.8,76,90,3.0,overcast clouds,2021-06-13 02:06:48
289,Kota Kinabalu,MY,5.9749,116.0724,82.38,74,20,8.05,few clouds,2021-06-13 02:06:49
290,Pilar,BR,-9.5972,-35.9567,69.73,92,100,1.28,overcast clouds,2021-06-13 02:03:18
291,Paita,PE,-5.0892,-81.1144,67.75,81,12,14.29,few clouds,2021-06-13 02:06:49
292,Esperance,AU,-33.8667,121.9,61.34,64,15,7.18,few clouds,2021-06-13 02:06:49
293,Morong,PH,14.5115,121.2393,88.34,71,67,3.4,broken clouds,2021-06-13 02:06:50
294,Virginia Beach,US,36.8529,-75.978,70.02,87,75,10.36,broken clouds,2021-06-13 02:06:22
295,Wattegama,LK,6.7989,81.4808,77.92,68,47,6.76,scattered clouds,2021-06-13 02:06:50
296,Padang,ID,-0.9492,100.3543,78.85,64,37,0.83,heavy intensity rain,2021-06-13 02:06:50
297,Bandiagara,ML,14.3501,-3.6104,93.07,32,95,14.85,overcast clouds,2021-06-13 02:06:51
298,Gua Musang,MY,4.8823,101.9644,77.52,90,100,0.96,overcast clouds,2021-06-13 02:06:51
299,Oranjemund,NA,-28.55,16.4333,56.59,84,14,6.51,few clouds,2021-06-13 02:06:51
300,Alanya,TR,36.5438,31.9998,66.33,61,0,5.08,clear sky,2021-06-13 02:05:29
301,Mahebourg,MU,-20.4081,57.7,74.25,71,21,19.1,few clouds,2021-06-13 02:06:52
302,Fukue,JP,32.6881,128.8419,74.1,87,100,0.6,light rain,2021-06-13 02:06:52
303,Ankang,CN,32.68,109.0172,74.32,93,100,2.19,light rain,2021-06-13 02:04:19
304,Sangmelima,CM,2.9333,11.9833,67.12,99,45,1.88,light rain,2021-06-13 02:06:53
305,Upington,ZA,-28.4478,21.2561,59.7,39,16,10.49,few clouds,2021-06-13 02:06:53
306,Sangar,RU,63.9242,127.4739,62.51,32,6,5.53,clear sky,2021-06-13 02:06:54
307,Harper,LR,4.375,-7.7169,78.15,86,76,6.15,light rain,2021-06-13 02:06:54
308,Pevek,RU,69.7008,170.3133,36.39,80,0,3.15,clear sky,2021-06-13 02:06:54
309,Kaeo,NZ,-35.1,173.7833,63.32,91,100,10.29,overcast clouds,2021-06-13 02:06:55
310,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,90,8,3.33,clear sky,2021-06-13 02:06:55
311,Kiboga,UG,0.9161,31.7742,60.28,87,57,1.99,broken clouds,2021-06-13 02:06:55
312,Chifeng,CN,42.2683,118.9636,88.59,31,89,8.97,light rain,2021-06-13 02:02:57
313,Bilma,NE,18.6853,12.9164,89.64,15,34,18.45,scattered clouds,2021-06-13 02:06:56
314,Honningsvag,NO,70.9821,25.9704,43.75,98,100,17.31,moderate rain,2021-06-13 02:06:56
315,Cockburn Town,TC,21.4612,-71.1419,79.88,83,90,15.79,overcast clouds,2021-06-13 02:06:56
316,Necochea,AR,-38.5473,-58.7368,55.09,84,0,9.55,clear sky,2021-06-13 02:06:57
317,Linguere,SN,15.3953,-15.1193,80.94,61,37,12.44,scattered clouds,2021-06-13 02:06:57
318,Elmadag,TR,39.9208,33.2308,52.34,82,3,1.61,clear sky,2021-06-13 02:06:57
319,Kamenskiy,RU,50.8855,45.488,62.22,79,10,5.14,clear sky,2021-06-13 02:06:58
320,Leh,IN,34.1667,77.5833,53.35,39,61,4.65,broken clouds,2021-06-13 02:06:58
321,Turukhansk,RU,65.8167,87.9833,45.63,63,9,15.43,clear sky,2021-06-13 02:06:58
322,La Ronge,CA,55.1001,-105.2842,62.98,49,34,5.01,scattered clouds,2021-06-13 02:09:59
323,Ixtapa,MX,20.7,-105.2,76.23,83,90,11.5,overcast clouds,2021-06-13 02:09:59
324,Penzance,GB,50.1186,-5.5371,55.76,91,7,8.57,clear sky,2021-06-13 02:09:59
325,Lock Haven,US,41.137,-77.4469,70.36,88,27,3.49,scattered clouds,2021-06-13 02:10:00
326,Codrington,AU,-38.2667,141.9667,55.62,76,100,4.85,overcast clouds,2021-06-13 02:10:00
327,Grand Forks,US,47.9417,-97.4337,75.13,35,1,3.44,clear sky,2021-06-13 02:08:02
328,Senneterre,CA,48.3835,-77.2328,56.44,57,100,2.71,overcast clouds,2021-06-13 02:10:01
329,Skibbereen,IE,51.55,-9.2667,58.8,90,0,3.69,clear sky,2021-06-13 02:10:01
330,Puerto Madryn,AR,-42.7692,-65.0385,55.11,47,97,4.92,overcast clouds,2021-06-13 02:08:29
331,Kunming,CN,25.0389,102.7183,70.88,69,77,4.14,broken clouds,2021-06-13 02:05:03
332,Elvas,PT,38.8815,-7.1628,62.65,92,74,2.08,broken clouds,2021-06-13 02:10:01
333,Moen,NO,69.1304,18.6123,47.12,93,90,2.3,overcast clouds,2021-06-13 02:10:03
334,Ilulissat,GL,69.2167,-51.1,35.62,87,90,6.91,overcast clouds,2021-06-13 02:10:04
335,Banda Aceh,ID,5.5577,95.3222,83.79,71,95,7.99,overcast clouds,2021-06-13 02:10:04
336,Te Anau,NZ,-45.4167,167.7167,53.46,97,100,2.39,overcast clouds,2021-06-13 02:10:04
337,Awbari,LY,26.5921,12.7805,76.75,27,0,7.74,clear sky,2021-06-13 02:10:05
338,Roma,US,43.2128,-75.4557,67.86,80,60,3.31,broken clouds,2021-06-13 02:06:55
339,Lagunas,PE,-5.2269,-75.6753,70.83,95,80,3.42,broken clouds,2021-06-13 02:10:05
340,Concepcion Del Oro,MX,24.6333,-101.4167,67.82,47,97,9.62,overcast clouds,2021-06-13 02:10:06
341,Sinnamary,GF,5.3833,-52.95,76.55,87,33,3.24,scattered clouds,2021-06-13 02:10:06
342,Pierre,US,44.3683,-100.351,83.98,33,1,3.0,clear sky,2021-06-13 02:10:06
343,Leningradskiy,RU,69.3833,178.4167,38.26,85,51,10.4,broken clouds,2021-06-13 02:10:07
344,Lackawanna,US,42.8256,-78.8234,68.97,64,0,6.17,clear sky,2021-06-13 02:10:07
345,Taksimo,RU,56.3444,114.8794,58.26,51,100,3.36,overcast clouds,2021-06-13 02:10:07
346,Bonnybridge,GB,56.0015,-3.8886,60.49,86,100,7.7,overcast clouds,2021-06-13 02:10:08
347,Port-Cartier,CA,50.0334,-66.8654,49.75,52,5,7.74,clear sky,2021-06-13 02:10:08
348,Touros,BR,-5.1989,-35.4608,74.3,80,92,10.58,overcast clouds,2021-06-13 02:07:19
349,Anderson,US,34.5334,-82.6499,74.75,94,40,3.44,scattered clouds,2021-06-13 02:06:21
350,Sharjah,AE,25.3573,55.4033,85.98,82,0,9.22,clear sky,2021-06-13 02:10:08
351,La Macarena,CO,2.1837,-73.7849,71.8,99,100,2.95,light rain,2021-06-13 02:10:09
352,Fairview,US,40.8126,-73.999,64.81,73,75,0.0,broken clouds,2021-06-13 02:10:09
353,Boca De Parita,PA,8.0167,-80.45,71.96,81,100,3.51,overcast clouds,2021-06-13 02:10:10
354,Bredasdorp,ZA,-34.5322,20.0403,52.29,78,3,3.56,clear sky,2021-06-13 02:10:10
355,Martapura,ID,-3.4167,114.85,78.89,94,20,3.44,few clouds,2021-06-13 02:10:10
356,Omboue,GA,-1.5746,9.2618,75.29,95,100,2.75,overcast clouds,2021-06-13 02:08:42
357,Sur,OM,22.5667,59.5289,89.33,58,0,4.85,clear sky,2021-06-13 02:08:09
358,Lang Son,VN,21.8333,106.7333,79.0,85,96,3.91,overcast clouds,2021-06-13 02:10:11
359,Riyadh,SA,24.6877,46.7219,78.94,18,0,12.24,clear sky,2021-06-13 02:07:17
360,Balkanabat,TM,39.5108,54.3671,76.86,54,0,3.78,clear sky,2021-06-13 02:10:11
361,Korla,CN,41.7597,86.1469,70.74,45,19,19.46,few clouds,2021-06-13 02:10:12
362,Zyryanovsk,KZ,49.7386,84.2719,47.57,86,100,2.1,overcast clouds,2021-06-13 02:10:12
363,Saint George,US,37.1041,-113.5841,102.67,7,1,1.01,clear sky,2021-06-13 02:07:11
364,Markkleeberg,DE,51.2833,12.4,56.1,83,20,1.01,few clouds,2021-06-13 02:10:12
365,Sal Rei,CV,16.1833,-22.9167,77.56,85,100,5.55,overcast clouds,2021-06-13 02:10:13
366,Lahij,YE,13.1667,44.5833,84.69,45,97,4.85,overcast clouds,2021-06-13 02:10:13
367,Tashtagol,RU,52.7657,87.8894,50.22,95,100,1.81,overcast clouds,2021-06-13 02:10:13
368,Popondetta,PG,-8.7537,148.2534,88.99,53,6,5.55,clear sky,2021-06-13 02:13:14
369,Kampot,KH,10.6167,104.1833,80.65,78,100,8.43,overcast clouds,2021-06-13 02:13:14
370,Rio Bueno,CL,-40.3167,-72.9667,44.74,97,100,5.84,overcast clouds,2021-06-13 02:13:14
371,Mandalgovi,MN,45.7625,106.2708,59.11,69,100,7.49,overcast clouds,2021-06-13 02:13:15
372,Deputatskiy,RU,69.3,139.9,56.32,47,60,3.09,broken clouds,2021-06-13 02:09:58
373,Zaysan,KZ,47.4667,84.8667,56.88,44,6,6.6,clear sky,2021-06-13 02:13:15
374,Kamaishi,JP,39.2667,141.8833,72.34,74,100,5.66,overcast clouds,2021-06-13 02:13:16
375,Santa Cruz,BO,-17.8,-63.1667,54.86,88,0,4.61,clear sky,2021-06-13 02:13:16
376,Gimli,CA,50.6336,-96.9907,65.84,68,58,7.43,broken clouds,2021-06-13 02:13:16
377,Keetmanshoop,NA,-26.5833,18.1333,61.16,30,28,5.66,scattered clouds,2021-06-13 02:13:17
378,Saryg-Sep,RU,51.5,95.6,50.09,79,89,4.21,overcast clouds,2021-06-13 02:13:17
379,Huilong,CN,31.8111,121.655,78.98,92,100,6.4,moderate rain,2021-06-13 02:13:17
380,Mattru,SL,7.6244,-11.8332,74.35,97,93,1.97,moderate rain,2021-06-13 02:13:18
381,Sabang,ID,5.8933,95.3214,83.08,76,99,13.91,overcast clouds,2021-06-13 02:13:18
382,Kourou,GF,5.1552,-52.6478,79.11,90,33,1.77,scattered clouds,2021-06-13 02:13:18
383,Sompeta,IN,18.9333,84.6,84.09,71,100,3.76,light rain,2021-06-13 02:13:19
384,Inirida,CO,3.8653,-67.9239,70.61,99,98,0.47,overcast clouds,2021-06-13 02:13:19
385,Ostrovnoy,RU,68.0531,39.5131,63.19,48,19,14.5,few clouds,2021-06-13 02:13:19
386,Wellington,NZ,-41.2866,174.7756,60.06,85,75,3.0,broken clouds,2021-06-13 02:09:11
387,Barstow,US,34.8986,-117.0228,97.5,11,50,12.39,scattered clouds,2021-06-13 02:13:20
388,Beloha,MG,-25.1667,45.05,65.07,75,0,6.26,clear sky,2021-06-13 02:13:20
389,Mandla,IN,22.6,80.3833,80.17,75,76,7.18,broken clouds,2021-06-13 02:13:20
390,Nador,MA,35.174,-2.9287,70.05,88,75,0.0,broken clouds,2021-06-13 02:13:21
391,Half Moon Bay,US,37.4636,-122.4286,80.42,73,20,25.32,few clouds,2021-06-13 02:13:21
392,Saint-Philippe,RE,-21.3585,55.7679,71.15,84,52,15.48,broken clouds,2021-06-13 02:13:21
393,Olafsvik,IS,64.8945,-23.7142,43.97,73,100,15.35,overcast clouds,2021-06-13 02:13:22
394,Kologriv,RU,58.8275,44.3178,57.63,96,84,7.58,broken clouds,2021-06-13 02:13:22
395,Tafresh,IR,34.692,50.013,69.62,13,0,3.33,clear sky,2021-06-13 02:13:22
396,Namibe,AO,-15.1961,12.1522,69.51,69,13,0.92,few clouds,2021-06-13 02:13:23
397,Dicabisagan,PH,17.0818,122.4157,88.11,62,76,8.95,broken clouds,2021-06-13 02:13:23
398,Hofn,IS,64.2539,-15.2082,37.36,97,100,14.74,overcast clouds,2021-06-13 02:13:23
399,Kenora,CA,49.8167,-94.4337,75.18,54,0,6.55,clear sky,2021-06-13 02:13:24
400,Grindavik,IS,63.8424,-22.4338,43.56,93,90,16.11,light rain,2021-06-13 02:13:24
401,Arraial Do Cabo,BR,-22.9661,-42.0278,69.53,69,15,14.2,few clouds,2021-06-13 02:13:24
402,Hualmay,PE,-11.0964,-77.6139,65.07,84,4,6.93,clear sky,2021-06-13 02:13:25
403,Korb,DE,48.843,9.3626,63.21,85,75,1.01,broken clouds,2021-06-13 02:13:25
404,Coahuayana,MX,18.7333,-103.6833,80.58,73,96,1.28,overcast clouds,2021-06-13 02:13:25
405,Aykhal,RU,66.0,111.5,44.11,87,100,8.01,overcast clouds,2021-06-13 02:13:25
406,Kutum,SD,14.2,24.6667,81.91,14,100,9.62,overcast clouds,2021-06-13 02:13:26
407,Puerto Palomas,MX,31.7667,-107.6167,101.53,7,7,9.13,clear sky,2021-06-13 02:13:26
408,Okhotsk,RU,59.3833,143.3,56.5,57,54,9.42,broken clouds,2021-06-13 02:08:40
409,Bubaque,GW,11.2833,-15.8333,80.83,81,100,12.35,overcast clouds,2021-06-13 02:13:27
410,Warrington,GB,53.3925,-2.5802,57.97,84,32,1.07,scattered clouds,2021-06-13 02:13:27
411,Ambilobe,MG,-13.2,49.05,69.06,95,6,2.68,clear sky,2021-06-13 02:13:27
412,Novoagansk,RU,61.9449,76.6625,59.23,70,83,11.25,broken clouds,2021-06-13 02:13:28
413,Kalmunai,LK,7.4167,81.8167,82.08,67,50,1.12,scattered clouds,2021-06-13 02:13:28
414,Cherdyn,RU,60.403,56.4787,58.86,73,100,4.92,overcast clouds,2021-06-13 02:13:28
415,Saint-Augustin,CA,51.226,-58.6502,46.06,94,100,10.58,overcast clouds,2021-06-13 02:13:29
416,Socoltenango,MX,16.2167,-92.25,64.69,91,100,3.11,overcast clouds,2021-06-13 02:13:29
417,Jalu,LY,29.0331,21.5482,71.69,61,0,13.09,clear sky,2021-06-13 02:16:29
418,Birkeland,NO,58.3309,8.2323,51.4,71,4,3.44,clear sky,2021-06-13 02:16:29
419,Puerto Narino,CO,-3.7703,-70.3831,73.35,98,100,1.59,overcast clouds,2021-06-13 02:16:30
420,Bereda,ES,43.2686,-7.5406,62.01,100,84,3.6,broken clouds,2021-06-13 02:16:30
421,Saint-Pierre,RE,-21.3393,55.4781,71.24,73,0,8.05,clear sky,2021-06-13 02:16:30
422,Platteville,US,42.7342,-90.4785,73.49,46,1,4.61,clear sky,2021-06-13 02:16:31
423,Henderson,US,36.0397,-114.9819,103.98,5,1,3.0,clear sky,2021-06-13 02:14:38
424,Tagusao,PH,9.1924,117.8141,82.53,72,99,3.98,light rain,2021-06-13 02:16:31
425,Whitehorse,CA,60.7161,-135.0538,59.02,69,75,5.99,light rain,2021-06-13 02:16:32
426,Ergani,TR,38.2653,39.7621,66.92,62,5,4.76,clear sky,2021-06-13 02:16:32
427,San Rafael,AR,-34.6177,-68.3301,58.14,50,0,4.36,clear sky,2021-06-13 02:16:32
428,Hokitika,NZ,-42.7167,170.9667,55.38,92,100,8.52,moderate rain,2021-06-13 02:16:33
429,Turbat,PK,26.0023,63.044,82.54,81,86,4.43,overcast clouds,2021-06-13 02:16:33
430,Nara,JP,34.6851,135.8049,74.52,93,100,2.82,overcast clouds,2021-06-13 02:16:33
431,Tevaitoa,PF,-16.7833,-151.5,79.7,77,19,11.95,light rain,2021-06-13 02:16:34
432,Henties Bay,NA,-22.116,14.2845,54.86,84,99,6.76,overcast clouds,2021-06-13 02:16:34
433,Bani Walid,LY,31.7566,13.9942,65.46,65,0,2.35,clear sky,2021-06-13 02:16:34
434,Baruun-Urt,MN,46.6806,113.2792,76.17,32,100,8.46,overcast clouds,2021-06-13 02:16:35
435,Luxor,EG,25.6989,32.6421,90.05,14,0,4.59,clear sky,2021-06-13 02:12:44
436,Quatre Cocos,MU,-20.2078,57.7625,74.08,72,30,18.54,scattered clouds,2021-06-13 02:16:35
437,Durban,ZA,-29.8579,31.0292,66.02,64,48,5.01,scattered clouds,2021-06-13 02:16:36
438,Karabulak,RU,43.3036,44.8964,63.59,88,100,2.66,moderate rain,2021-06-13 02:16:36
439,Santa Ines,BR,-3.6667,-45.38,71.85,98,55,3.76,broken clouds,2021-06-13 02:16:36
440,Prince Rupert,CA,54.3161,-130.3201,55.09,91,90,4.61,light rain,2021-06-13 02:15:58
441,Kongolo,CD,-5.3833,27.0,68.49,61,8,3.96,clear sky,2021-06-13 02:16:37
442,Baherden,TM,38.4362,57.4316,82.2,41,0,5.23,clear sky,2021-06-13 02:16:37
443,Bandrele,YT,-12.9067,45.1914,78.55,73,75,20.71,broken clouds,2021-06-13 02:16:37
444,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.23,99,100,0.49,moderate rain,2021-06-13 02:16:38
445,Aksay,RU,47.26,39.87,61.25,89,81,4.0,broken clouds,2021-06-13 02:16:38
446,Kem,RU,64.9555,34.5793,57.51,74,100,8.88,overcast clouds,2021-06-13 02:16:38
447,Birao,CF,10.2849,22.7882,79.59,64,86,8.55,overcast clouds,2021-06-13 02:16:39
